is_fake_news,fake_news_category,tweet_id,created_at,retweet_count,text,user_screen_name,user_verified,user_friends_count,user_followers_count,user_favourites_count,tweet_source,geo_coordinates,num_hashtags,num_mentions,num_urls,num_media
FALSE,NA,440688053129318400,Tue Mar 04 03:19:54 +0000 2014,2339,"'@KEEMSTARx: If @realDonaldTrump was president, middle class would make more $. I honestly think he could keep Jobs in America! So true-easy",realDonaldTrump,TRUE,41,13046301,45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,1,0,0
FALSE,NA,484662433404162048,Thu Jul 03 11:38:23 +0000 2014,1577,Haha @HillaryClinton just came up and asked 'Are you guys The Vamps' ???  We are all confused and impressed.  She was sooooo nice!,TheVampsband,TRUE,43271,3225235,6534,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,516382428395745280,Mon Sep 29 00:22:19 +0000 2014,3702,@realDonaldTrump Do you pay an angry 12 year old boy to handle your twitter account?,PNeafcy,FALSE,2289,2815,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,2,0,0
FALSE,NA,537158751116357632,Tue Nov 25 08:20:00 +0000 2014,2154,@realDonaldTrump Sadly your racism is poisoning your barely functioning brain. You are a terrible person.,AndyKindler,TRUE,2596,117910,32026,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,587354526857957376,Sun Apr 12 20:40:06 +0000 2015,1655,Hillary Clinton has stolen our innovative WikiLeaks twitter logo design. Compare: @WikiLeaks vs @HillaryClinton http://t.co/mifka4mXf4,wikileaks,TRUE,7614,4042842,22,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,3,0,0
FALSE,NA,587364252484296705,Sun Apr 12 21:18:45 +0000 2015,12576,yaaas @hillaryclinton,ArianaGrande,TRUE,66648,42560894,31309,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,592958704196059136,Tue Apr 28 07:49:06 +0000 2015,9470,It's clear @realdonaldtrump been racist..saying our 'African American president' it's plain to see! We won't miss u when u perish!,MeekMill,TRUE,1505,5800242,179,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",0,0,2,0,0
FALSE,NA,596194588064354304,Thu May 07 06:07:21 +0000 2015,3522,There's an important choice to be made today; vote wisely:  - Favourite for milk first - Retweet for milk last   #ElectionDay,SoVeryBritish,TRUE,1,1441390,1468,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,1,0,0
FALSE,NA,624651124545581056,Fri Jul 24 18:43:28 +0000 2015,2539,"@realDonaldTrump has been a great friend for many years. We don't need another politician, we need a businessman like Mr. Trump! Trump 2016",dennisrodman,TRUE,103,282165,111,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,625869142592212992,Tue Jul 28 03:23:26 +0000 2015,2939,'@USARestoring: @HillaryClinton's toast. Dems had better get the'B Team' off the bench. @TGowdySC for Attorney General under President Trump,realDonaldTrump,TRUE,41,13058669,45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,4,0,0
FALSE,NA,630010650488541184,Sat Aug 08 13:40:18 +0000 2015,2180,Not sure why @megynkelly blasts @realDonaldTrump for objectifying woman &amp; treating women as objects. REALLY Megyn? http://t.co/RPcFjsn7Mb,SassyPantsjj,FALSE,14010,13742,6654,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,3,0,0
FALSE,NA,634155794724814848,Thu Aug 20 00:11:38 +0000 2015,10853,i mean @realDonaldTrump if you're so good at negotiating how come you couldn't get @DonaldTrump,mulaney,TRUE,281,465372,403,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,3,0,0
FALSE,NA,634750634420531200,Fri Aug 21 15:35:18 +0000 2015,2284,"'@AmyMek Every Time I see @realDonaldTrump address a crowd I want to start chanting USA, USA, USA! #AmericanPride is Back #Trump2016'",realDonaldTrump,TRUE,41,13028000,45,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,3,0,0
FALSE,NA,634892204759056384,Sat Aug 22 00:57:51 +0000 2015,3893,If @realDonaldTrump only keeps 10% of his promises that will still be 10 times more than the @GOP @RNC has in 20 years.,BlueWaterDays,FALSE,53211,106951,14340,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,4,0,0
FALSE,NA,638663725763923968,Tue Sep 01 10:44:32 +0000 2015,2652,.@realDonaldTrump a real hero would have actually written 'Fuckface'. Coward.,Sethrogen,TRUE,699,4800730,14301,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,643583883506749441,Tue Sep 15 00:35:29 +0000 2015,32839,Fuck @realDonaldTrump,georgelopez,TRUE,3821,2086562,93,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",0,0,2,0,0
FALSE,NA,651489489811046401,Tue Oct 06 20:09:33 +0000 2015,1046,"Which clown would you rather see as President? retweet for Bozo the clown, Favorite for donald trump @realDonaldTrump http://t.co/J7DkeAhmfk",ForQ2,FALSE,5388,5814,194151,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,658662473231298560,Mon Oct 26 15:12:25 +0000 2015,16504,Hey @realDonaldTrump you saw a kid lost in New York and didn't tell an adult. How can we trust you to be president? https://t.co/FUp7wgUA2c,DaveWeasel,TRUE,134460,221619,29437,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,661259584418545664,Mon Nov 02 19:12:25 +0000 2015,1434,@realDonaldTrump Thank you for tweeting me. So honored to support you. https://t.co/S2SUaD3v4K,CarlHigbie,TRUE,238,10581,3320,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,1
FALSE,NA,662122334652772353,Thu Nov 05 04:20:40 +0000 2015,1199,No s? qui?n esta m?s pendejo... Si @realDonaldTrump o @EPN.,ElChap0Guzman,FALSE,18,610480,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,3,0,0
FALSE,NA,665937465430188032,Sun Nov 15 17:00:38 +0000 2015,4211,Why should Americans trust you to be president when they can't even trust you to sell the Stunner? @realDonaldTrump https://t.co/J9lcu3UU4x,ScottStyleKing,FALSE,317,2569,19553,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,0,0
FALSE,NA,667407931768512512,Thu Nov 19 18:23:45 +0000 2015,38776,"Hey @realDonaldTrump, I'm an American Muslim and I already carry a special ID badge. Where's yours? #SemperFi #USMC https://t.co/QSf2O9PTi2",MuslimMarine,TRUE,818,7995,6795,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,2,2,0,0
FALSE,NA,669296173241540609,Tue Nov 24 23:26:57 +0000 2015,1428,He's got game! In it to win it! #MakeAmericaGreatAgain @realDonaldTrump @DanScavino @GOP  @Carolde @CindyBlackwel12  https://t.co/NK8Xi5Wnh9,LivNow,FALSE,11159,13522,29484,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,6,0,0
FALSE,NA,670180327399165952,Fri Nov 27 10:00:16 +0000 2015,14780,'My superpac? The american people!' @realDonaldTrump  GO TRUMP! WE GOT YOUR BACK! #MakeAmericaGreatAgain #Trump2016 https://t.co/yVy64fkzDZ,Trump_World,FALSE,42930,53011,8604,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",2,2,2,0,0
FALSE,NA,671463022280347648,Mon Nov 30 22:57:14 +0000 2015,2189,. @realDonaldTrump how can u deny climate change when my pussy this hot ?????? https://t.co/NFISe5vliE,katya_zamo,TRUE,592,177529,5830,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,1
FALSE,NA,671881255655489536,Wed Dec 02 02:39:08 +0000 2015,6433,"I don't hear much from @HillaryClinton these days. Has she been arrested? If not, why not. #ccot #tcot #pjnet #p2 https://t.co/LdrHjHSMlw",HomunculusLoikm,FALSE,117485,172537,43860,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",4,4,2,0,0
FALSE,NA,673988818198892544,Mon Dec 07 22:13:51 +0000 2015,1719,Every candidate for president needs to do the right thing &amp; condemn @Realdonaldtrump's statement.,LindseyGrahamSC,TRUE,2210,56557,74,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,0,0
FALSE,NA,674008204838199297,Mon Dec 07 23:30:53 +0000 2015,8749,Finally trashed by @realDonaldTrump. Will still reserve him a seat on the Blue Origin rocket. #sendDonaldtospace https://t.co/9OypFoxZk3,JeffBezos,TRUE,0,146602,0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,2,0,0
FALSE,NA,674375959626256384,Tue Dec 08 23:52:12 +0000 2015,1738,CC:  @SecretService @realDonaldTrump - RED ALERT TRUMP TEAM - LUNATIC PROGRESSIVES CALLING FOR TRUMP ASSASSINATION! https://t.co/vtPRq6JrKK,EntheosShines,FALSE,26847,26993,8567,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,3,0,0
FALSE,NA,674423766491922432,Wed Dec 09 03:02:10 +0000 2015,35449,Why I am a Trump Supporter... @realDonaldTrump  #Trump2016 https://t.co/L4x4udy63J,steph93065,FALSE,101121,143257,194698,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,2,0,1
FALSE,NA,675390247165915137,Fri Dec 11 19:02:37 +0000 2015,30516,.@realDonaldTrump You are a disgrace not only to the GOP but to all America.  Withdraw from the U.S presidential race as you will never win.,Alwaleed_Talal,TRUE,30,5368436,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,2,0,0
FALSE,NA,676958069423808513,Wed Dec 16 02:52:35 +0000 2015,1562,.@realDonaldTrump give me a small Christmas gift of a million dollars,david8hughes,FALSE,779,124855,57980,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,677194957443088384,Wed Dec 16 18:33:54 +0000 2015,6927,"In an age of pussified political correctness, you have to respect the people who remain unfiltered @realDonaldTrump https://t.co/pwXHuitXsV",DanBilzerian,TRUE,100,1396252,2228,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,678992241357000705,Mon Dec 21 17:35:40 +0000 2015,1825,OVER 90% OF MIDDLE EAST ‘REFUGEES’ IN USA COLLECT WELFARE #o4a #news #refugee https://t.co/h0P1ChJBXD https://t.co/ySJKxyWgLY,garyinlv01,FALSE,9547,8981,15611,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",3,3,1,1,0
FALSE,NA,681156670186192898,Sun Dec 27 16:56:20 +0000 2015,2452,'@KevJames91: @realDonaldTrump @JebBush @ananavarro @secupp @CNN https://t.co/1Z317atPg2',realDonaldTrump,TRUE,41,13100561,45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,7,0,1
FALSE,NA,681773089173024768,Tue Dec 29 09:45:45 +0000 2015,10908,"@DanScavino @realDonaldTrump  FRONT PAGE: 'TRUMP WINS IN LANDSLIDE' New York Times - November 9, 2016 #Trump2016 https://t.co/oAWlHoIM8E",vivelafra,FALSE,5415,37833,50006,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,3,0,0
FALSE,NA,681975261064110080,Tue Dec 29 23:09:07 +0000 2015,1577,@realDonaldTrump HANG IN THERE AMERICA It Won't Be Long! #VOTE For #TRUMP The Next #POTUS #Trump2016 #TrumpTrain #A2 https://t.co/3yVCyt1RVQ,CindyBlackwel12,FALSE,2061,37381,20171,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",6,6,2,0,0
FALSE,NA,687317650658189312,Wed Jan 13 16:57:52 +0000 2016,18193,'To Bernie Sanders with thanks for your commitment to real health care access for all Americans...'-@HillaryClinton https://t.co/XMVPEx8fT8,BernieSanders,TRUE,1511,3866551,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,0,0
FALSE,NA,688744010010107904,Sun Jan 17 15:25:42 +0000 2016,17123,No you don't. Fuck you. https://t.co/u5Y5OlZUgz,TheTweetOfGod,FALSE,1,2286821,60,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,1,1,0
FALSE,NA,690330740458967041,Fri Jan 22 00:30:48 +0000 2016,1016,Oga trump @realDonaldTrump edakun... when you win plssss help me deport 1 Jide in texas 4 me. He stole my gf 4rm me in secondary school.,Pellentini,FALSE,6681,11268,1812,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,2,0,0
FALSE,NA,690562515500032000,Fri Jan 22 15:51:48 +0000 2016,4300,'@WhiteGenocideTM: @realDonaldTrump Poor Jeb. I could've sworn I saw him outside Trump Tower the other day! https://t.co/e5uLRubqla',realDonaldTrump,TRUE,41,13051768,45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,3,0,0
FALSE,NA,691087262776426497,Sun Jan 24 02:36:57 +0000 2016,6580,'We are the UNITED STATES OF AMERICA! We're coming United to take our country back!' @realDonaldTrump #Trump  https://t.co/ZipeASz5ml',Trump_World,FALSE,42929,53007,8604,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,2,0,0
FALSE,NA,692033042383269888,Tue Jan 26 17:15:09 +0000 2016,2143,"My portrait of @realDonaldTrump made using only the racist, sexist, ignorant and bigoted things he has said https://t.co/wEIiRGvrXg",conartworks,TRUE,814,4757,5223,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,692504112882171904,Thu Jan 28 00:27:01 +0000 2016,2652,Anne Frank's stepsister compares @realDonaldTrump to Hitler in #Holocaust remembrance essay https://t.co/C5OavhCXed https://t.co/cn0kApDLyZ,CNN,TRUE,1121,29197107,1434,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",1,1,2,1,0
FALSE,NA,692552032113270784,Thu Jan 28 03:37:26 +0000 2016,1540,@realDonaldTrump https://t.co/4uG5ZN0uJf,pink_lady56,FALSE,11003,15627,124819,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,2,0,1
FALSE,NA,692790423010566144,Thu Jan 28 19:24:42 +0000 2016,11352,"Trump:You base your statements on photoshopped pics?I bailed you out twice;a 3rd time,maybe? https://t.co/Raco0mvusp https://t.co/jStBl7Ghia",Alwaleed_Talal,TRUE,30,5369499,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,1,1,0
FALSE,NA,692915677099868160,Fri Jan 29 03:42:25 +0000 2016,4662,"I decided as a student, a Hispanic, and an American to support @realDonaldTrump:a leader, a father, and a unifier. https://t.co/89DzNzjHxs",realAngeloGomez,FALSE,404,8004,28218,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,693175853853904898,Fri Jan 29 20:56:16 +0000 2016,4419,"Oh, yeah btw I still have a copy of this tweet you deleted sir @realDonaldTrump https://t.co/SCrtyGkMXa",QU0RN_D0G,FALSE,4854,7664,14830,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,2,0,1
TRUE,1,695429511228182528,Fri Feb 05 02:11:30 +0000 2016,3980,'I don't believe in free college.” - @HillaryClinton,BernieSanders,TRUE,1512,3886183,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,0,0
TRUE,5,697979167976112128,Fri Feb 12 03:02:56 +0000 2016,3013,About 85 percent of @HillaryClinton's campaign money has come from large donors. #DemDebate,BernieSanders,TRUE,1511,3869495,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,1,2,0,0
FALSE,NA,700374837517090817,Thu Feb 18 17:42:28 +0000 2016,2914,Shirt by @themarcjacobs. History by @hillaryclinton. https://t.co/mhIyBIEf77 #MadeForHistory #ImWithHer https://t.co/CNztRnrJkK,KendallJenner,TRUE,143,20217448,3749,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2,2,3,1,0
FALSE,NA,700569519253618689,Fri Feb 19 06:36:03 +0000 2016,4307,Being in Vegas for #PieceOfMe is amazing for so many reasons... Especially when you get to meet @HillaryClinton! https://t.co/OMEIKYpLec,britneyspears,TRUE,393566,48685592,2349,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,1,2,0,0
FALSE,NA,701146981142376449,Sat Feb 20 20:50:41 +0000 2016,3269,".@realDonaldTrump Meet me in person and tell me my brother, Yusor &amp; Razan were deserving of the bullets. #SCPrimary #OurThreeWinners",sbarakat210,FALSE,199,2894,2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,2,0,0
FALSE,NA,703260852753981440,Fri Feb 26 16:50:27 +0000 2016,3933,'Politicians let us down! Now Its payback time!' @realDonaldTrump #Trump #Trump2016 #MakeAmericaGreatAgain https://t.co/elSfBHvOmJ',Trump_World,FALSE,42919,53048,8605,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",3,3,2,0,0
FALSE,NA,703532623772180480,Sat Feb 27 10:50:23 +0000 2016,1939,care to explain @realDonaldTrump ...? #NeverTrump https://t.co/6Nv3iQ7GNV,whoissizzIe,FALSE,49483,94657,254016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,1,2,0,1
FALSE,NA,703752690464063488,Sun Feb 28 01:24:51 +0000 2016,1466,.@realDonaldTrump to @ChrisChristie: 'Get in the plane and go home.' https://t.co/uiZF5eV0lX,politico,TRUE,1233,2138850,8,"<a href=""http://vine.co"" rel=""nofollow"">Vine - Make a Scene</a>",0,0,3,1,0
FALSE,NA,703900742961270784,Sun Feb 28 11:13:09 +0000 2016,4507,'@ilduce2016: “It is better to live one day as a lion than 100 years as a sheep.” – @realDonaldTrump #MakeAmericaGreatAgain',realDonaldTrump,TRUE,41,13058949,45,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,0,3,0,0
FALSE,NA,704756959019474948,Tue Mar 01 19:55:27 +0000 2016,7867,"@realDonaldTrump, Bless your heart.",nikkihaley,TRUE,176,158430,138,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",0,0,2,0,0
FALSE,NA,705344003399495680,Thu Mar 03 10:48:09 +0000 2016,6770,@realDonaldTrump We are #PRAYING for ?YOU? #TrumpNation ? #TrumpTrain???No weapon formed against you will prosper??? https://t.co/tMYCXtighH,kupajo322,FALSE,222,22960,34333,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,3,2,0,0
TRUE,1,705451341477498880,Thu Mar 03 17:54:41 +0000 2016,3232,"43,000 Michiganders lost their jobs due to NAFTA. I opposed that bad deal, @HillaryClinton did not.",BernieSanders,TRUE,1511,3869492,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,0,0
FALSE,NA,705912175492071425,Sat Mar 05 00:25:52 +0000 2016,29899,"&amp; it's still Fuck You, @realDonaldTrump https://t.co/XdPZ61aae7",Yours_Only,FALSE,1450,3843,2573,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,1
FALSE,NA,706122813933879296,Sat Mar 05 14:22:52 +0000 2016,4690,The fact @MittRomney didn't attack @BarackObama the way he attacked @realDonaldTrump  TELLS YOU EVERYTHING https://t.co/P4jQ9dzYWn,CarlaChamorros,FALSE,18104,18048,42967,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,0,4,0,0
FALSE,NA,706942758284599298,Mon Mar 07 20:41:02 +0000 2016,2291,"BTW, I'm a Democrat crossing over to @realDonaldTrump for life. @DanScavino @MSNBC #TrumpTrain #Trump https://t.co/iT1TotnoLq",TrumpetingTrump,FALSE,21692,22531,11655,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2,2,4,0,0
TRUE,4,707753267082764288,Thu Mar 10 02:21:42 +0000 2016,1623,"'I am, you know, adamantly against illegal immigration.” - @HillaryClinton. https://t.co/XyBZfjGyqP",BernieSanders,TRUE,1512,3878738,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0,0,2,1,0
FALSE,NA,707757793458130945,Thu Mar 10 02:39:42 +0000 2016,2193,“We have laws.” - @HillaryClinton #DemDebate https://t.co/OyheqgUGzw,BernieSanders,TRUE,1512,3878736,970,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,1,2,0,1
FALSE,NA,708123394563284993,Fri Mar 11 02:52:28 +0000 2016,2527,"Tell us more about how sexism is wrong, @realDonaldTrump. #GOPdebate https://t.co/mQYAktsn4M",HillaryClinton,TRUE,759,10276310,1190,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1,1,2,0,1
FALSE,NA,710106794970972160,Wed Mar 16 14:13:47 +0000 2016,6272,Thank you so much President @realDonaldTrump.! To God Be The Glory for you! The Holy Spirit is with You! #TrumpTrain https://t.co/LUUytA2pyo,pastormarkburns,TRUE,300,42172,14955,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,1,2,0,0
FALSE,NA,712380720656883713,Tue Mar 22 20:49:33 +0000 2016,2744,Retweet if Donald J. Trump has your vote for the general election? Retweet for a revolution! @realDonaldTrump https://t.co/gM2qrRrRAs,trump_nation,FALSE,778,28272,676,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,0,2,0,0
FALSE,NA,714880276833386496,Tue Mar 29 18:21:54 +0000 2016,4087,EUROPEAN PEOPLE WANT @realDonaldTrump TO BECOME #POTUS TO STOP THE RADICALISM ISLAMIC INVASION https://t.co/DdlV6rOLH7 #WIPrimary #Trump2016,FrenchForTrump,FALSE,14046,16120,91466,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1,1,2,1,0
FALSE,NA,715617770541416448,Thu Mar 31 19:12:26 +0000 2016,1108,The Good Deeds of @realDonaldTrump That #MSM Won't Tell You #MAGA #VoteTrump #Stopthesteal  https://t.co/KX6kwBmbo6 https://t.co/up6Ldn1yux,Ann_M_C,FALSE,4377,4136,10723,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",4,4,2,1,0
FALSE,NA,716290187467227136,Sat Apr 02 15:44:23 +0000 2016,1784,Its all very suspect. #NeverHillary #WomenForTrump #Trump2016 @realDonaldTrump @KatrinaPierson https://t.co/0o9i5PmqFr,rollingitout,FALSE,2203,6531,4687,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3,3,3,0,1
